id,name,team,position,price,form,ppg,ownership,minutes_pct,ict_index,bonus,xgi_per90,fdr,fixture_ease,status,score
653,Hodge,WOL,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
655,Fábio Silva,WOL,FWD,4.9,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,u,3.5
15,Nichols,ARS,DEF,3.7,0.0,0.0,0.2,0.0,0.0,0,0.0,3,3,a,3.5
14,Kacurri,ARS,DEF,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,3,3,u,3.5
13,Clarke,ARS,DEF,3.8,0.0,0.0,0.4,0.0,0.0,0,0.0,3,3,a,3.5
9,Kiwior,ARS,DEF,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,3,3,u,3.5
672,Hato,CHE,DEF,4.6,0.2,0.7,0.2,0.1492063492063492,16.6,0,0.14,4,2,a,3.0
231,M.Sarr,CHE,DEF,4.5,0.2,1.0,0.0,0.0007936507936507937,0.0,0,0.0,4,2,a,3.0
462,J.Fletcher,MUN,MID,4.3,0.0,1.0,0.1,0.04246031746031746,4.8,0,0.05,4,2,a,2.7
229,B.Badiashile,CHE,DEF,4.4,0.0,0.9,0.0,0.1865079365079365,11.4,0,0.01,4,2,a,2.6
244,Lavia,CHE,MID,4.9,0.0,1.0,0.0,0.041666666666666664,1.8,0,0.04,4,2,a,2.6
769,Bendito Mantato,MUN,MID,4.5,0.0,1.0,0.0,0.005952380952380952,1.4,0,0.06,4,2,a,2.6
448,Malacia,MUN,DEF,3.8,0.0,1.0,0.4,0.0007936507936507937,0.3,0,0.0,4,2,a,2.5
446,Fredricson,MUN,DEF,3.8,0.0,1.0,0.1,0.0007936507936507937,0.4,0,0.0,4,2,a,2.5
175,Knight,BHA,MID,4.4,0.0,1.0,0.1,0.0003968253968253968,0.0,0,0.0,4,2,u,2.5
744,Oriola,BHA,MID,4.5,0.0,1.0,0.0,0.0003968253968253968,0.0,0,0.0,4,2,a,2.5
172,Watson,BHA,MID,4.8,0.0,0.8,0.0,0.02261904761904762,1.6,0,0.11,4,2,u,2.2
527,Awoniyi,NFO,FWD,5.2,0.0,1.6,0.3,0.08095238095238096,19.6,1,0.55,5,1,a,2.2
734,Bakwa,NFO,MID,5.9,0.2,1.4,0.0,0.12936507936507938,23.3,0,0.31,5,1,a,1.8
522,Yates,NFO,MID,4.7,0.4,1.3,0.1,0.14563492063492064,14.9,0,0.07,5,1,a,1.4
12,Zinchenko,NFO,DEF,4.9,0.0,1.4,0.2,0.13968253968253969,18.6,0,0.11,5,1,u,0.7
467,Obi,MUN,FWD,4.2,0.0,0.0,1.6,0.0,0.0,0,0.0,4,2,a,0.1
445,Amass,MUN,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
142,Scherpen,BHA,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
696,Kalimuendo,NFO,FWD,6.0,0.0,1.0,0.1,0.03531746031746032,6.3,0,0.46,5,1,u,0.0
439,D.Leon,MUN,DEF,4.2,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,a,0.0
435,Mee,MUN,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,a,0.0
150,Lamptey,BHA,DEF,4.4,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
179,Ferguson,BHA,FWD,5.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
171,Sarmiento,BHA,MID,4.9,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
165,Sima,BHA,MID,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
176,Mazilu,BHA,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
147,Estupiñan,BHA,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
177,Moran,BHA,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
234,Anselmino,CHE,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
468,Wheatley,MUN,FWD,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
155,Slater,BHA,DEF,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
156,Tasker,BHA,DEF,3.8,0.0,0.0,0.2,0.0,0.0,0,0.0,4,2,a,0.0
161,Enciso,BHA,MID,5.4,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
154,Cashin,BHA,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
140,McGill,BHA,GK,3.9,0.0,0.0,0.3,0.0,0.0,0,0.0,4,2,a,0.0
141,Rushworth,BHA,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
138,Steele,BHA,GK,4.2,0.0,0.0,0.2,0.0,0.0,0,0.0,4,2,a,0.0
174,Yalcouye,BHA,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
240,Nkunku,CHE,MID,5.9,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
223,Slonina,CHE,GK,3.9,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,a,0.0
434,Heaton,MUN,GK,3.9,0.0,0.0,0.2,0.0,0.0,0,0.0,4,2,a,0.0
803,Sharman-Lowe,CHE,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
761,Simmonds,BHA,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
222,Penders,CHE,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
451,Rashford,MUN,MID,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
454,Antony,MUN,MID,5.9,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
432,Onana,MUN,GK,4.9,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
465,Højlund,MUN,FWD,6.3,0.0,0.0,0.3,0.0,0.0,0,0.0,4,2,u,0.0
789,Merrick,CHE,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
788,Kukonki,MUN,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
463,Kone,MUN,MID,4.3,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
464,Moorhouse,MUN,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
461,Fitzgerald,MUN,MID,4.3,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
460,Collyer,MUN,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
251,N.Jackson,CHE,FWD,6.5,0.0,0.0,0.1,0.0,0.0,0,0.0,4,2,u,0.0
248,Paez,CHE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
743,Emenalo,CHE,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,a,0.0
433,Harrison,MUN,GK,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,2,u,0.0
426,McAtee,NFO,MID,5.0,0.2,0.9,0.1,0.06746031746031746,7.2,0,0.1,5,1,a,-0.3
675,Gunn,NFO,GK,4.0,0.2,1.0,1.1,0.017857142857142856,0.1,0,0.0,5,1,a,-0.4
513,Abbott,NFO,DEF,3.8,0.2,1.0,0.3,0.047619047619047616,3.2,0,0.01,5,1,a,-0.4
518,Jota,NFO,MID,5.4,0.0,1.0,0.0,0.004365079365079365,1.0,0,0.0,5,1,u,-1.0
729,Cuiabano,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1,u,-3.5
503,C.Miguel,NFO,GK,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,5,1,u,-3.5
523,Da Silva Moreira,NFO,MID,4.5,0.0,0.0,0.1,0.0,0.0,0,0.0,5,1,a,-3.5
520,O'Brien,NFO,MID,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1,u,-3.5
504,Turner,NFO,GK,4.0,0.0,0.0,0.1,0.0,0.0,0,0.0,5,1,u,-3.5
512,O.Richards,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1,u,-3.5
509,David Carmo,NFO,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1,u,-3.5
524,Stamenic,NFO,MID,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,5,1,u,-3.5
